content,day,time,noon,venue,Id_program,sections,transaction,title,abstract,authors,track,invited,invited_keynote,authors_affiliation
Joule Heating Effect on Quality Factor and Frequency Tuning of 2D MoS2 NEMS Resonators,10 March 2025 (Monday),12:15pm,morning," INNO2 Multifunction Hall 2&3, 2/F, 17W",M-10-1-7,10:30am to 12:30pm,EDTM25-000412,Joule Heating Effect on Quality Factor and Frequency Tuning of 2D MoS2 NEMS Resonators,This work mainly studies the frequency and quality factor (Q) tuning effect and mechanism by Joule heating in two-dimensional (2D) molybdenum disulfide (MoS2) nanoelectromechanical systems (NEMS). We demonstrate decreased frequency and Q with a larger drain voltage which contributes to stronger Joule heating. The measured tunability of Joule heating effect on Q is approximately four times the tunability of gate voltage effect on Q. The results provide insights for dissipation mechanisms in 2D NEMS resonators. ,"Shuai Yuan,Zuheng Liu,Pengcheng Zhang,Rui Yang","10 Sensor, MEMS, Bio-Electronics",0,,"Shuai Yuan, Zuheng Liu, Pengcheng Zhang, Rui Yang, Shanghai Jiao Tong University, China "
Flexible Organic Artificial Nerves for Next-Generation Computing and Neuroprosthetics,10 March 2025 (Monday),10:30am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",M-11-1-1,10:30am to 12:30pm,EDTM25-000443,Flexible Organic Artificial Nerves for Next-Generation Computing and Neuroprosthetics,"Organic artificial nerves (OANs), designed to mimic biological neural processes like real-time, event-driven information processing, hold great promise for soft robotics, neuroprosthetics, and next-generation computing. By controlling synaptic plasticity of organic artificial synapses, OANs achieve both short- and long-term plasticity, replicating biological sensory signal processing. Notably, they also mimic structures and functions of afferent and efferent nerves, enabling hybrid reflex arcs and coordinated movement in living organisms, with potential to revolutionize various neuromorphic applications.","Tae-Woo Lee,Dae-Gyo Seo,Min-Jun Sung,Gyeong-Tak Go,Yeongjun Lee",11 Flexible and Wearable Electronics,1,[Keynote],"Tae-Woo Lee, Seoul National University, South Korea "
Flexible carbon nanotube optoelectronic neuromorphic devices and irradiation-resistance logic circuits with,10 March 2025 (Monday),10:55am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",M-11-1-2,10:30am to 12:30pm,EDTM25-000087,Flexible carbon nanotube optoelectronic neuromorphic devices and irradiation-resistance logic circuits with low-work-function gate electrodes,"Semiconducting SWCNTs (sc-SWCNTs) are one of promising materials for flexible optoelectronic neuromorphic devices and irradiation-resistance logic circuits because of their excellent electrical properties and strong C-C structure, flexibility, high stability, and low process temperatures. Here, we will report some new progress of high-performance flexible carbon nanotube thin film transistors (TFTs) and circuits in our group, including flexible optoelectronic neuromorphic devices and logic circuits with the recorded power consumption, excellent irradiation resistance and strong self-repair ability after optimizing the designed device structures, and using high-capacitance dielectric materials and low-work-function gate electrodes (Yttrium~3.23 eV and Aluminium~4.2 eV). ","Meng Deng,Kaixiang Kang,Nianzi Sui,Jiaqi Li,Zebin Wang,zhao jianwen Zhao",11 Flexible and Wearable Electronics,1,[Invited],"Jianwen Zhao, Suzhou Institute of Nanotech and Nanobionics, CAS, China "
Solution-processed oxide semiconductors-based enhancement-mode thin-film transistor circuits for artificial,10 March 2025 (Monday),11:15am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",M-11-1-3,10:30am to 12:30pm,EDTM25-000105,Solution-processed oxide semiconductors-based enhancement-mode thin-film transistor circuits for artificial spiking neurons,"Artificial spiking neurons have ascended as a distinguished solution for sensory information processing. However, the complexity and inherent rigidity of CMOS neuron circuits constrain their energy efficiency and adaptability for flexible integration. In this work, we successfully achieved an artificial spiking neuron circuit using enhancement-mode solution-processed indium oxide (In2O3) thin-film transistors (TFTs). This circuit encodes sensory information into spike signals, utilizing integration and fire along with frequency modulation, thereby enabling more energy-efficient processing.","Jiayi Mao,Qi Huang,Bowen Zhu",11 Flexible and Wearable Electronics,1,[Invited],"Bowen Zhu, Westlake University, China "
Ultra-low Temperature Solution Processed Organic Thin-film Transistor for Flexible Integration,10 March 2025 (Monday),11:35am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",M-11-1-4,10:30am to 12:30pm,EDTM25-000619,Ultra-low Temperature Solution Processed Organic Thin-film Transistor for Flexible Integration,"A steep subthreshold organic thin-film transistor (OTFT) is processed at ultra-low temperature (≤80 ℃) to add electronic functions on all kinds of surfaces of everyday objects or things and human body surfaces. “Flexible integration” based on the steep subthreshold OTFT is demonstrated, including direct integration on a temperature-sensitive function layer and implementation of flexible hybrid sensing system. ","Zikang Mei,Xiaojun Guo",11 Flexible and Wearable Electronics,1,[Invited],"Xiaojun Guo, Shanghai Jiaotong University, China "
BEOL Electro-Biological Interface for 1024-Channel TFT Neurostimulator with Cultured DRG Neurons,10 March 2025 (Monday),11:55am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",M-11-1-5,10:30am to 12:30pm,EDTM25-000330,BEOL Electro-Biological Interface for 1024-Channel TFT Neurostimulator with Cultured DRG Neurons,"The demand for high-quality neurostimulation, driven by the development of brain-computer interfaces, has outpaced the capabilities of passive microelectrode-arrays, which are limited by channel-count and biocompatibility. This work proposes a back-end-of-line (BEOL) process for 1024-channel stimulator with bioelectrodes and waterproof encapsulation to stimulate dorsal root ganglion neurons. We introduce an active-matrix neurostimulator based on n-type low-temperature poly-silicon thin-film transistor, adding PEDOT:PSS and SU-8 as bioelectrodes and encapsulation. This enables precise stimulation of DRG neurons, addressing key challenges in neurostimulation systems.","Haobin Zhou,Bowen Liu,Taoming Guo,Hanbin Ma,Chen Jiang",11 Flexible and Wearable Electronics,0,,"Haobin Zhou, Tsinghua University, China "
A sensing-computing system based on high uniformity photolithographic organic thin film transistor,10 March 2025 (Monday),12:10pm,morning," INNO2 Multifunction Hall 1, 2/F, 17W",M-11-1-6,10:30am to 12:30pm,EDTM25-000526,A sensing-computing system based on high uniformity photolithographic organic thin film transistor,"In this work, a sensor computing system based on high uniformity photolithographic organic thin film transistor (OTFTs) is presented. Different from traditional sensing computing system, this work avoids the step-down module required by the mismatch of operating voltage between OTFT and CMOS circuits by introducing capacitor weight array and compensation circuit, and realizes the recognition accuracy of 100\% by taking the 5*6 system as a demonstration.","Yaojie Zheng,Taoming Guo,Haobin Zhou,Chen Jiang",11 Flexible and Wearable Electronics,0,,"Yaojie Zheng,Taoming Guo,Haobin Zhou,Chen Jiang, Tsinghua University, China "
Dual Gate-Enhanced Mechanical-Electrical Stability of Flexible InGaZnO TFTs,10 March 2025 (Monday),12:25pm,morning," INNO2 Multifunction Hall 1, 2/F, 17W",M-11-1-7,10:30am to 12:30pm,EDTM25-000086,Dual Gate-Enhanced Mechanical-Electrical Stability of Flexible InGaZnO TFTs,"The electrical characteristics and mechanical bias stress stabilities of dual-gate (DG) amorphous InGaZnO (a-IGZO) thin-film transistors (TFTs) were investigated. The same device exhibits diversified degradation and recovery behaviors under BG, TG and DG modes. The coupling electric filed of DG demonstrates superior stabilities against bias and mechanical stresses. Moreover, compared to the partially recovery of large degradations under BG and TG modes, the Vth shift (ΔVth) is only 0.92 V under bending stress and can be mostly recovered, suggesting nonuniform degradations along the channel thickness direction.","Jilin Li,Yuhan Zhang,Fion Sze Yan Yeung,Man Hoi Wong,Hoi Sing Kwok,Shengdong Zhang,Lei Lu,Runxiao Shi",11 Flexible and Wearable Electronics,0,,"Jilin Li,Yuhan Zhang,Fion Sze Yan Yeung,Man Hoi Wong,Hoi Sing Kwok,Shengdong Zhang,Lei Lu,Runxiao Shi, Peking University Shenzhen Graduate School, China "
Ferroelectric 3D NAND Storage,10 March 2025 (Monday),1:40pm,afternoon," Conference Hall 4&5, 2/F, 8W & 10W",M-3-2-1,1:40pm to 3:55pm,0.0,Ferroelectric 3D NAND Storage, ,0.0,03 Advanced Semiconductor (Logic) Devices,0.0,[Invited],"Asif Islam Khan, Georgia Institute of Technology, USA "
Recent Progress on Electronics and Optoelectronics Based on 2D Tellurium,10 March 2025 (Monday),2:00pm,afternoon," Conference Hall 4&5, 2/F, 8W & 10W",M-3-2-2,1:40pm to 3:55pm,EDTM25-000065,Recent Progress on Electronics and Optoelectronics Based on 2D Tellurium,"Tellurium (Te), an emerging p-type van der Waals (vdW) semiconductor, has attracted great attention since its rediscovery. Its unique quasi-one-dimensional (1D) crystal structure grants it high hole mobilities and tunable bandgaps, covering short wavelength infrared (SWIR) spectrum. These properties lay the foundation for its applications in advanced electronics and optoelectronics, including p-type field-effect transistors (FETs), infrared (IR) photodetectors, and memory devices. Here, we summarize the recent progress made by our group on Te-enabled devices. ","Chaoliang Tan,Jiajia Zha,Haoxin Huang",03 Advanced Semiconductor (Logic) Devices,1,[Invited],"Chaoliang Tan, City University of Hong Kong, Hong Kong "
Leveraging Mature Chip Manufacturing Techniques for Innovative Technology Development,10 March 2025 (Monday),2:20pm,afternoon," Conference Hall 4&5, 2/F, 8W & 10W",M-3-2-3,1:40pm to 3:55pm,EDTM25-000617,Leveraging Mature Chip Manufacturing Techniques for Innovative Technology Developmen,"This paper provides an in-depth look at the innovative advancements in chip manufacturing techniques, specifically focusing on the research and development efforts at Zhejiang ICsprout Semiconductor Co., Ltd’s CMOS pilot line. The exploratory development encompasses high-reliability CMOS processes, next-generation power devices, novel embedded flash memory devices, and post-CMOS heterogeneous integration. By rethinking traditional CMOS fabrication processes, we showcase how these proven techniques can propel substantial technological progress and underscore the capabilities of a mature CMOS pilot line in improving reliability, performance, and functionality in emerging semiconductor technologies. ","Yunlong Li,Kai Xu,Dianyu Qi,Yishu Zhang,Ran Tao,Yongyu Wu,Dawei Gao",03 Advanced Semiconductor (Logic) Devices,1,[Invited],"Yunlong Li, Zhejiang University, China "
Consideration of VFET for Ultimate Logic Scaling: A Design Perspective,10 March 2025 (Monday),2:40pm,afternoon," Conference Hall 4&5, 2/F, 8W & 10W",M-3-2-4,1:40pm to 3:55pm,EDTM25-000386,Consideration of VFET for Ultimate Logic Scaling: A Design Perspective,"The design of VFET is comprehensively studied by the DTCO methodology for the first time. The Vertical Nanosheet design outperforms the Horizontal one by ~7% performance gain, with ~33% reduction of cell area. A significant Ieff improvement (~20%) and Cgd reduction (~30%) in the Forward mode were identified, leading to ~68% better performance than the Reverse mode. A novel mixed design of Forward and Reverse mode is proposed for complex stdcell with vertical nanosheets placement.","Yimeng Wang,Yanbang Chu,Ziqiao Xu,Yu Liu,Rui Guo,Jiacheng Sun,Wanyue Peng,Haoran Lu,Ming Li,Runsheng Wang,Heng Wu,Ru Huang",03 Advanced Semiconductor (Logic) Devices,0,,"Yimeng Wang,Yanbang Chu,Ziqiao Xu,Yu Liu,Rui Guo,Jiacheng Sun,Wanyue Peng,Haoran Lu,Ming Li,Runsheng Wang,Heng Wu,Ru Huang, Peking University, China "
